FID,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Shape_Area,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM
365,8365070,SF,KY Division of Mine Permits,KGS Project,KY8365070,INACT,16129.88789,1485719.309,34.10742216,WAYLAND,RC,DEMA COAL COMPANY INC,PRESTONSBURG,  MI      07/19/1990  AM      10/24/1989  NW      05/24/1985,Released,1985-05-24,PERMANENT,8365070
366,8365072,SF,KY Division of Mine Permits,KGS Project,KY8365072,INACT,2860.232367,48619.59379,1.116152291,MCDOWELL,RC,TWIN OAKS CONSTRUCTION CO,PRESTONSBURG,  MA      07/02/1991  MI      05/25/1988  NW      06/17/1985,Released,1985-06-17,PERMANENT,8365072
367,8365082,SF,KY Division of Mine Permits,KGS Project,KY8365082,INACT,2801.712868,110839.7486,2.5445305,WHEELWRIGHT,FF,MICHAEL D MINING CO INC,PRESTONSBURG,  MA      01/25/1989  MI      12/02/1987  NW      10/10/1985,Released,1985-10-10,PERMANENT,8365082
368,8365087,SF,KY Division of Mine Permits,KGS Project,KY8365087,INACT,14649.53144,4479752.808,102.8409736,KITE,RC,MAPLE LEAF MINING INC,PRESTONSBURG,  NW      12/20/1985,Released,1985-12-20,PERMANENT,8365087
369,8365090,SF,KY Division of Mine Permits,KGS Project,KY8365090,INACT,798.1421275,41988.11765,0.963914547,MCDOWELL,RC,FRASURE'S BRANCH COAL COMPANY,PRESTONSBURG,  MTS   1  06/05/2002  MT      08/05/1994  RN      11/05/199,Released,1986-10-13,PERMANENT,8365090
370,8365095,SF,KY Division of Mine Permits,KGS Project,KY8365095,INACT,3723.117243,73467.82755,1.686589246,HAROLD,RC,L H HALL COAL COMPANY INC,PRESTONSBURG,  AM      09/29/1987  SU      10/04/1985,Released,1985-10-04,PERMANENT,0365058
371,8365100,SF,KY Division of Mine Permits,KGS Project,KY8365100,INACT,793.1951133,27298.16376,0.626679609,HAROLD,RC,V & M MINING COMPANY OF PAINTSVILLE INC,PRESTONSBURG,  AM   1  11/22/1999  RV      02/17/1988  MI      02/17/1988,Released,1986-02-27,PERMANENT,0365001
372,8365103,SF,KY Division of Mine Permits,KGS Project,KY8365103,INACT,5550.145775,125430.4038,2.879485854,HAROLD,RC,C & H COAL INC,PRESTONSBURG,  MI      02/13/1990  MI      03/01/1988  NW      08/01/1986,Released,1986-08-01,PERMANENT,8365103
373,8365104,SF,KY Division of Mine Permits,KGS Project,KY8365104,INACT,4087.232704,107279.8285,2.462805981,MARTIN,FF,DONICO MINING INC,PRESTONSBURG,  MI      05/04/1989  NW      05/16/1986,Released,1986-05-16,PERMANENT,8365104
374,8365109,SF,KY Division of Mine Permits,KGS Project,KY8365109,INACT,3079.334496,169068.4369,3.881277249,MARTIN,RC,AMBER COAL COMPANY INC,PRESTONSBURG,  MI   4  08/04/1999  MA      06/10/1993  MI      03/19/1991,Released,1986-09-08,PERMANENT,8365109
375,8365111,SF,KY Division of Mine Permits,KGS Project,KY8365111,INACT,1657.082167,127060.396,2.916905326,MCDOWELL,RC,TACKETT & SPEARS COAL CO INC,PRESTONSBURG,  RN      06/22/1989  SU      07/16/1986,Released,1986-07-16,PERMANENT,2365091
376,8365115,SF,KY Division of Mine Permits,KGS Project,KY8365115,INACT,5984.832157,315132.1722,7.234439215,HAROLD,FF,LANCER LEASING CORP,PRESTONSBURG,  SU      07/18/1986,Released,1986-07-18,PERMANENT,0365193
377,8365116,SF,KY Division of Mine Permits,KGS Project,KY8365116,INACT,2999.405251,83709.83205,1.921713316,WAYLAND,RC,BUCK COAL INC,PRESTONSBURG,  MA      09/18/1998  MI      03/16/1994  MT      02/23/1994,Released,1986-09-25,PERMANENT,8365116
378,8365117,SF,KY Division of Mine Permits,KGS Project,KY8365117,INACT,5128.75505,588592.017,13.51221343,HAROLD,FF,BIG D MINING CO,PRESTONSBURG,  MA      05/10/1991  MI      06/23/1989  NW      11/13/1987,Released,1987-11-13,PERMANENT,8365117
379,8365120,SF,KY Division of Mine Permits,KGS Project,KY8365120,INACT,3941.908172,115279.3916,2.64645068,MCDOWELL,FF,B H COAL COMPANY,PRESTONSBURG,  MT      02/20/1991  RV      08/19/1987  SU      08/21/1986,Released,1986-08-21,PERMANENT,8365101
380,8365121,SF,KY Division of Mine Permits,KGS Project,KY8365121,INACT,3412.683727,99702.09124,2.28884507,MCDOWELL,FF,B H COAL COMPANY,PRESTONSBURG,  SU      09/22/1986,Released,1986-09-22,PERMANENT,8365071
381,8365123,SF,KY Division of Mine Permits,KGS Project,KY8365123,INACT,9073.186058,408458.2881,9.376912031,HAROLD,RC,COAL-MAC INC,PRESTONSBURG,  NW      08/21/1987,Released,1987-08-21,PERMANENT,8365123
382,8365131,SF,KY Division of Mine Permits,KGS Project,KY8365131,INACT,3282.392535,128697.5602,2.954489444,MCDOWELL,RC,T T & M INCORPORATED,PRESTONSBURG,  MT      02/11/1997  MT      09/18/1992  RN      11/22/1989,Released,1987-07-02,PERMANENT,2365076
383,8365134,SF,KY Division of Mine Permits,KGS Project,KY8365134,INACT,4618.75349,103905.8125,2.38534923,HAROLD,RC,SKINNER COAL CO INC,PRESTONSBURG,  MT      09/03/1991  NW      09/27/1988,Released,1988-09-27,PERMANENT,8365134
384,8365139,SF,KY Division of Mine Permits,KGS Project,KY8365139,INACT,6306.332278,218208.1615,5.009370098,MCDOWELL,RC,REYNOLDS BRANCH COAL CO INC,PRESTONSBURG,  MT   2  04/11/2000  MA   3  08/20/1999  MI      02/13/1998,Released,1987-08-19,PERMANENT,8365139
385,8365156,SF,KY Division of Mine Permits,KGS Project,KY8365156,INACT,3846.257046,342487.2568,7.862425546,LANCER,RC,COAL-MAC INC,PRESTONSBURG,  MA   6  08/15/2001  MI      10/13/1998  MA      08/16/1995,Released,1988-02-03,PERMANENT,8365156
386,8365159,SF,KY Division of Mine Permits,KGS Project,KY8365159,INACT,926.1302471,40471.69261,0.929102218,MCDOWELL,RC,ROYAL B COAL CO INC,PRESTONSBURG,  MT      06/05/1991  NW      10/05/1988,Released,1988-10-05,PERMANENT,8365159
387,8365169,SF,KY Division of Mine Permits,KGS Project,KY8365169,INACT,20383.40161,11642752.02,267.2808085,MCDOWELL,RC,BUCK COAL INC,PRESTONSBURG,  MI   6  10/10/2000  MT   2  09/08/2000  AM      09/05/1997,Released,1988-06-10,PERMANENT,8365114
388,8365177,SF,KY Division of Mine Permits,KGS Project,KY8365177,INACT,3746.010606,203109.8858,4.662761382,HAROLD,RC,MAPLE RIDGE MINING CORPORATION,PRESTONSBURG,  MT      02/20/1997  RN      06/30/1994  MI      11/10/1992,Released,1989-03-03,PERMANENT,8365177
389,8365179,SF,KY Division of Mine Permits,KGS Project,KY8365179,INACT,5451.680237,163391.3751,3.750949843,HAROLD,RC,C & H COAL INC,PRESTONSBURG,  MT      03/23/1992  RN      09/08/1989  SU      02/24/1989,Released,1989-02-24,PERMANENT,0360071
390,8365189,SF,KY Division of Mine Permits,KGS Project,KY8365189,INACT,11645.75998,292374.3275,6.711990989,MCDOWELL,FF,MENTOR MINING INC,PRESTONSBURG,  MT      06/03/1992  NW      05/19/1989,Released,1989-05-19,PERMANENT,8365189
391,8365190,SF,KY Division of Mine Permits,KGS Project,KY8365190,INACT,16968.51549,826551.7395,18.97501698,HANDSHOE,FF,RIVERFRONT CORPORATION,PRESTONSBURG,  MI      11/16/1989  SU      01/16/1989,Released,1989-01-16,PERMANENT,8365145
392,8365191,SF,KY Division of Mine Permits,KGS Project,KY8365191,INACT,1407.515155,86688.47317,1.990093507,WAYLAND,FF,RIVERFRONT CORPORATION,PRESTONSBURG,  MI      04/02/1991  SU      11/28/1988,Released,1988-11-28,PERMANENT,8365133
393,8365192,SF,KY Division of Mine Permits,KGS Project,KY8365192,INACT,1967.358618,102559.5145,2.354442482,MCDOWELL,RC,COAL-MAC INC,PRESTONSBURG,  MT      09/28/1992  AM      10/03/1990  RN      05/23/1990,Released,1989-03-02,PERMANENT,8365049
394,8365193,SF,KY Division of Mine Permits,KGS Project,KY8365193,INACT,1319.667063,48387.62343,1.110826984,MARTIN,RC,RICHARDSON FUEL INC,PRESTONSBURG,  MT      01/11/1993  NW      05/08/1991,Released,1991-05-08,PERMANENT,8365193
395,8365197,SF,KY Division of Mine Permits,KGS Project,KY8365197,INACT,2298.703882,126764.4521,2.91011139,LANCER,RC,CROSS GATES MINING CO INC,PRESTONSBURG,  MA   2  11/07/2001  MI   1  09/01/1999  MT      01/13/1992,Released,1989-04-26,PERMANENT,0365159
396,8365202,SF,KY Division of Mine Permits,KGS Project,KY8365202,INACT,4210.376644,135188.0646,3.103490924,HAROLD,RC,FCDC COAL INC,PRESTONSBURG,  MT      03/31/1992  RN      07/25/1989  SU      06/13/1989,Released,1989-06-13,PERMANENT,0365082
397,8365208,SF,KY Division of Mine Permits,KGS Project,KY8365208,INACT,4220.649937,141792.9545,3.255118332,LANCER,RC,B & H ELKHORN COAL COMPANY INC,PRESTONSBURG,  MT      05/19/1993  NW      02/06/1990,Released,1990-02-06,PERMANENT,8365208
398,8365231,SF,KY Division of Mine Permits,KGS Project,KY8365231,INACT,2490.826318,145768.8972,3.346393416,MCDOWELL,RC,COAL-MAC INC,PRESTONSBURG,  MT      06/03/1993  MT      07/31/1992  SU      02/22/1991,Released,1991-02-22,PERMANENT,8365030
399,8365234,SF,KY Division of Mine Permits,KGS Project,KY8365234,INACT,1914.089858,58510.02907,1.343205442,HAROLD,RC,V & M MINING COMPANY OF PAINTSVILLE INC,PRESTONSBURG,  MT      05/06/1992  FR      10/15/1991  AM      08/20/1991,Released,1990-02-05,PERMANENT,8365012
400,8365253,SF,KY Division of Mine Permits,KGS Project,KY8365253,INACT,3944.187738,122716.9567,2.81719368,WAYLAND,RC,DEMA COAL COMPANY INC,PRESTONSBURG,  MA   2  02/01/2008  MT      02/03/1994  NW      07/16/1991,Released,1991-07-16,PERMANENT,8365253
401,8365256,SF,KY Division of Mine Permits,KGS Project,KY8365256,INACT,7884.88447,376207.9927,8.636547123,HAROLD,RC,MAPLE RIDGE MINING CORPORATION,PRESTONSBURG,  MT      01/03/1994  NW      06/18/1991,Released,1991-06-18,PERMANENT,8365256
402,8365267,SF,KY Division of Mine Permits,KGS Project,KY8365267,INACT,12797.04978,299195.7827,6.868590052,LANCER,RC,KENTUCKY MAY COAL COMPANY INC,PRESTONSBURG,  SU      01/14/1992,Released,1992-01-14,PERMANENT,0365051
403,8365268,SF,KY Division of Mine Permits,KYDMP,KY8365268,INACT,1658.029868,42506.53195,0.975815701,MCDOWELL,RC,KENTUCKY MAY COAL COMPANY INC,PRESTONSBURG,  MT      06/15/1993  MT      07/15/1992  SU      01/14/1992,Released,1992-01-14,PERMANENT,0365075
404,8365272,SF,KY Division of Mine Permits,KYDMP,KY8365272,INACT,4450.149665,314465.9232,7.219144242,MARTIN,FF,EDCO ENERGY CORPORATION,PRESTONSBURG,  MT   2  11/03/2000  MI      04/09/1999  MI      02/26/1996,Released,1993-01-06,PERMANENT,0365054
405,8365276,SF,KY Division of Mine Permits,KYDMP,KY8365276,INACT,1464.554558,98030.78122,2.250477071,WHEELWRIGHT,RC,KENTUCKY MAY COAL COMPANY INC,PRESTONSBURG,  MA   3  08/05/2003  MT   2  08/06/2001  MI   2  08/06/2001,Released,1993-03-24,PERMANENT,8365276
406,8365277,SF,KY Division of Mine Permits,KYDMP,KY8365277,INACT,6359.420768,222208.0894,5.101195808,LANCER,RC,BULL CREEK COAL CORPORATION,PRESTONSBURG,  MI      03/03/1999  SU      12/30/1992,Released,1992-12-30,PERMANENT,8365089
407,8365283,SF,KY Division of Mine Permits,KYDMP,KY8365283,INACT,3875.992768,239076.6237,5.488444069,MARTIN,RC,KOCH VICTORY DIVISION OF THE C REISS COAL CO,PRESTONSBURG,  MA   6  01/14/2002  SU      06/16/1993,Released,1993-06-16,PERMANENT,8365046
408,8365284,SF,KY Division of Mine Permits,KYDMP,KY8365284,INACT,2168.94033,172832.9578,3.967698756,MCDOWELL,RC,KOCH VICTORY DIVISION OF THE C REISS COAL CO,PRESTONSBURG,  AM      01/30/1995  SU      06/14/1993,Released,1993-06-14,PERMANENT,0365098
409,8365285,SF,KY Division of Mine Permits,KYDMP,KY8365285,INACT,2406.674576,243686.2009,5.594265403,MCDOWELL,RC,KOCH VICTORY DIVISION OF THE C REISS COAL CO,PRESTONSBURG,  SU      06/14/1993,Released,1993-06-14,PERMANENT,0365180
410,8365286,SF,KY Division of Mine Permits,KYDMP,KY8365286,INACT,7769.609097,176043.0495,4.041392321,MCDOWELL,RC,KOCH VICTORY DIVISION OF THE C REISS COAL CO,PRESTONSBURG,  SU      06/16/1993,Released,1993-06-16,PERMANENT,0365182
411,8365287,SF,KY Division of Mine Permits,KYDMP,KY8365287,INACT,2080.857514,165967.1787,3.810082156,MCDOWELL,RC,BUCK COAL INC,PRESTONSBURG,  RN   3  10/04/2000  RN   2  08/11/1994  AM      08/11/1994,Released,1993-04-20,PERMANENT,0365161
412,8365288,SF,KY Division of Mine Permits,KGS Project,KY8365288,INACT,968.174209,51532.92088,1.183033078,MCDOWELL,RC,BUCK COAL INC,PRESTONSBURG,  MI      05/20/1998  MT      02/21/1997  MI      06/27/1995,Released,1993-05-11,PERMANENT,0365074
413,8365289,SF,KY Division of Mine Permits,KYDMP,KY8365289,INACT,9154.770184,327373.9282,7.515471264,WAYLAND,RC,KOCH VICTORY DIVISION OF THE C REISS COAL CO,PRESTONSBURG,  FR   3  06/01/2000  SU      06/16/1993,Released,1993-06-16,PERMANENT,8365031
414,8365298,SF,KY Division of Mine Permits,KGS Project,KY8365298,INACT,2447.254967,296098.1436,6.797478044,MCDOWELL,RC,JOSHCO MINING INC,PRESTONSBURG,  MI      09/22/1998  MT      02/12/1996  AM      11/06/1995,Released,1993-11-05,PERMANENT,8365184
415,8365299,SF,KY Division of Mine Permits,KGS Project,KY8365299,INACT,2862.1991,75130.48925,1.724758706,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      02/14/1994,Released,1994-02-14,PERMANENT,0365186
416,8365300,SF,KY Division of Mine Permits,KGS Project,KY8365300,INACT,2851.064707,68690.1404,1.576908641,MCDOWELL,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  MT      12/23/1996  RN      11/07/1994  SU      12/27/1993,Released,1993-12-27,PERMANENT,2365133
417,8365301,SF,KY Division of Mine Permits,KGS Project,KY8365301,INACT,1658.05677,145439.7621,3.338837514,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  MA      12/08/1997  SU      10/26/1994,Released,1994-10-26,PERMANENT,2365106
418,8365302,SF,KY Division of Mine Permits,KGS Project,KY8365302,INACT,12628.36306,434507.2671,9.974914304,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      02/14/1994,Released,1994-02-14,PERMANENT,0365147
419,8365304,SF,KY Division of Mine Permits,KGS Project,KY8365304,INACT,11844.27736,234894.0097,5.392424465,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      02/14/1994,Released,1994-02-14,PERMANENT,0365151
420,8365310,SF,KY Division of Mine Permits,KGS Project,KY8365310,INACT,686.9533436,17313.04157,0.397452745,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      02/22/1994,Released,1994-02-22,PERMANENT,0365137
421,8365312,SF,KY Division of Mine Permits,KYDMP,KY8365312,INACT,2903.500358,102311.6896,2.348753205,MCDOWELL,RC,MAPLE RIDGE MINING CORPORATION,PRESTONSBURG,  MT   3  09/10/2002  MI   4  02/04/2002  MI   3  11/01/2000,Released,1994-05-27,PERMANENT,0365141
422,8365318,SF,KY Division of Mine Permits,KGS Project,KY8365318,INACT,1155.284048,21462.81975,0.492718543,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      06/08/1994,Released,1994-06-08,PERMANENT,0365143
423,8365320,SF,KY Division of Mine Permits,KGS Project,KY8365320,INACT,978.2512177,63448.94977,1.45658746,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      06/22/1994,Released,1994-06-22,PERMANENT,2365107
424,8365321,SF,KY Division of Mine Permits,KGS Project,KY8365321,INACT,719.4281889,30102.48643,0.691057999,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      11/16/1994,Released,1994-11-16,PERMANENT,0365039
425,8365324,SF,KY Division of Mine Permits,KGS Project,KY8365324,INACT,1215.49671,66588.10076,1.528652451,WHEELWRIGHT,RC,PROGRESS LAND CORPORATION,PRESTONSBURG,  SU      10/28/1994,Released,1994-10-28,PERMANENT,8365018
426,8365327,SF,KY Division of Mine Permits,KGS Project,KY8365327,INACT,2908.26221,359165.5463,8.245306388,DAVID,RC,CONSOL OF KENTUCKY INC,PRESTONSBURG,  RN   2  06/12/2008  MT   2  04/14/2003  AM   1  10/25/2001,Released,1995-03-01,PERMANENT,8365327
427,8365332,SF,KY Division of Mine Permits,KGS Project,KY8365332,INACT,2128.924592,244252.3493,5.607262381,HAROLD,RC,V & M MINING COMPANY OF PAINTSVILLE INC,PRESTONSBURG,  MA   1  05/19/2008  MT   1  12/14/1999  NW      12/13/1996,Released,1996-12-13,PERMANENT,8365332
428,8365333,SF,KY Division of Mine Permits,KYDMP,KY8365333,INACT,7651.959042,268928.4551,6.173747822,LANCER,RC,MATT/CO INC,PIKEVILLE,  MT   7  09/19/2019  MT   6  06/22/2016  MT   5  10/10/2014,Released,1995-10-16,PERMANENT,8365178
429,8365335,SF,KY Division of Mine Permits,KYDMP,KY8365335,INACT,34301.1062,4344849.379,99.74401695,MCDOWELL,RC,THE ELK HORN COAL CORPORATION,PRESTONSBURG,  MI   3  08/31/2001  MI   2  07/19/2001  MI   1  02/09/2001,Released,2001-01-05,PERMANENT,8365335
430,8365347,SF,KY Division of Mine Permits,KYDMP,KY8365347,INACT,4229.751658,320406.0131,7.355509942,MARTIN,FF,RAJU TECHNICAL SERVICE INC,PRESTONSBURG,  SU      07/15/1997,Released,1997-07-15,PERMANENT,8365033
431,8365349,SF,KY Division of Mine Permits,KGS Project,KY8365349,INACT,2404.695551,129210.9367,2.966274948,MCDOWELL,RC,LODESTAR ENERGY INC,PRESTONSBURG,  NC      10/14/1997  SU      10/02/1996,Released,1996-10-02,PERMANENT,0365203
432,8365352,SF,KY Division of Mine Permits,KGS Project,KY8365352,INACT,1868.448097,84490.52397,1.939635537,MCDOWELL,VF,LODESTAR ENERGY INC,PRESTONSBURG,  MTS   1  07/20/2001  MT   2  09/22/2000  RN      04/06/199,Released,1996-10-21,PERMANENT,8365214
433,8365356,SF,KY Division of Mine Permits,KYDMP,KY8365356,INACT,1274.075446,25258.75505,0.579861227,MCDOWELL,RC,MAPLE RIDGE MINING CORPORATION,PRESTONSBURG,  MT      04/10/1997  SU      02/18/1997,Released,1997-02-18,PERMANENT,8365187
434,8365361,SF,KY Division of Mine Permits,KYDMP,KY8365361,INACT,4419.559797,113492.69,2.605433656,MCDOWELL,RC,PREMIER ELKHORN COAL COMPANY,PRESTONSBURG,  MT      12/19/1997  FR      07/18/1997  SU      06/17/1997,Released,1997-06-17,PERMANENT,8365213
435,8365363,SF,KY Division of Mine Permits,KGS Project,KY8365363,INACT,9731.080122,471925.9532,10.83392914,WAYLAND,RC,CONSOL OF KENTUCKY INC,PRESTONSBURG,  MT   1  12/21/2000  FR      02/16/1999  MI      10/15/1998,Released,1997-07-24,PERMANENT,8365363
436,8365407,SF,KY Division of Mine Permits,KYDMP,KY8365407,INACT,7296.000446,523988.708,12.02912553,MCDOWELL,FF,LWF LEASING LLC,PRESTONSBURG,  MTS   1  07/30/2008  MT   1  03/07/2007  MI   1  09/02/200,Released,2003-02-20,PERMANENT,8365407
437,8365418,SF,KY Division of Mine Permits,KYDMP,KY8365418,INACT,5478.308611,251612.1837,5.776220929,MCDOWELL,RC,LWF LEASING LLC,PRESTONSBURG,  MT   3  09/03/2003  SU   2  12/14/2001,Released,2001-12-14,PERMANENT,8365242
438,8365419,SF,KY Division of Mine Permits,KYDMP,KY8365419,INACT,1788.987645,140499.4374,3.225423265,MCDOWELL,FF,LWF LEASING LLC,PRESTONSBURG,  MT   3  07/29/2002  SU   2  11/29/2001,Released,2001-11-29,PERMANENT,8365199
439,8365420,SF,KY Division of Mine Permits,KYDMP,KY8365420,INACT,8769.099486,3908651.575,89.73029328,MCDOWELL,RC,LWF LEASING LLC,PRESTONSBURG,  MI   2  11/17/2003  SU   2  11/29/2001,Released,2001-11-29,PERMANENT,8365243
440,8365421,SF,KY Division of Mine Permits,KYDMP,KY8365421,INACT,1859.041414,129696.0221,2.977410976,LANCER,RC,D S ENERGY INC,PRESTONSBURG,  MI   4  06/05/2009  MT   3  04/25/2006  MT   2  09/22/2005,Released,2002-02-25,PERMANENT,8365343
441,8365430,SF,KY Division of Mine Permits,KYDMP,KY8365430,INACT,29839.96177,864799.7443,19.85307035,MARTIN,RC,AEP KENTUCKY COAL LLC,PRESTONSBURG,  MA   3  08/05/2010  MI   2  08/26/2003  MT   4  01/29/2003,Released,2002-03-27,PERMANENT,0365206
442,8365433,SF,KY Division of Mine Permits,KYDMP,KY8365433,INACT,3275.717074,136973.4834,3.1444785,WAYLAND,RC,AEP KENTUCKY COAL LLC,PRESTONSBURG,  MI   7  12/02/2002  SU   2  03/20/2002,Released,2002-03-20,PERMANENT,8365130
443,8365443,SF,KY Division of Mine Permits,KYDMP,KY8365443,INACT,2123.997279,160734.4783,3.689955885,HAROLD,RC,THE ELK HORN COAL COMPANY LLC,PRESTONSBURG,  SU   2  03/23/2004,Released,2004-03-23,PERMANENT,8365263
444,8365444,SF,KY Division of Mine Permits,KYDMP,KY8365444,INACT,4634.997835,288825.6539,6.630524653,WAYLAND,FF,G & L ENERGY INC,PRESTONSBURG,  MI   3  11/17/2005  SU   1  04/29/2004,Released,2004-04-29,PERMANENT,8365273
445,8365446,SF,KY Division of Mine Permits,KYDMP,KY8365446,INACT,8641.948105,453810.8179,10.41806285,MCDOWELL,RC,MOTTS BRANCH COAL INC,PRESTONSBURG,  MT   1  02/21/2005  SU   1  05/28/2003,Released,2003-05-28,PERMANENT,8365399
446,8365452,SF,KY Division of Mine Permits,KYDMP,KY8365452,INACT,6031.748274,429821.351,9.867340473,DAVID,RC,CONSOL OF KENTUCKY INC,PRESTONSBURG,  MT   1  02/20/2007  NW   1  04/01/2004,Released,2004-04-01,PERMANENT,8365452
447,8365454,SF,KY Division of Mine Permits,KYDMP,KY8365454,INACT,7018.330969,271721.5878,6.237869325,MCDOWELL,RC,ENTERPRISE MINING COMPANY LLC,PRESTONSBURG,  SU   3  08/06/2003,Released,2003-08-06,PERMANENT,8365297
448,8365459,SF,KY Division of Mine Permits,KYDMP,KY8365459,INACT,6534.783968,274786.2335,6.30822391,MCDOWELL,RC,KING BROTHERS COAL INC,PRESTONSBURG,  MT   4  09/21/2007  MT   3  01/09/2006  SU   3  06/16/2004,Released,2004-06-16,PERMANENT,8365118
449,8365471,SF,KY Division of Mine Permits,KYDMP,KY8365471,INACT,2410.650135,228185.25,5.238412533,LANCER,FF,POWELL BRANCH ENERGY LLC,PRESTONSBURG,  MT   2  09/19/2012  MT   1  03/23/2010  NW   1  03/11/2008,Released,2008-03-11,PERMANENT,8365471
450,8365474,SF,KY Division of Mine Permits,KYDMP,KY8365474,INACT,2034.740607,99141.50112,2.275975691,MCDOWELL,RC,THE ELK HORN COAL COMPANY LLC,PRESTONSBURG,  SU   3  06/29/2005,Released,2005-06-29,PERMANENT,0365188
451,8365475,SF,KY Division of Mine Permits,KYDMP,KY8365475,INACT,2721.413342,206829.6932,4.748156409,MCDOWELL,RC,THE ELK HORN COAL COMPANY LLC,PRESTONSBURG,  MI   2  01/04/2008  SU   3  06/29/2005,Released,2005-06-29,PERMANENT,8365164
452,8365479,SF,KY Division of Mine Permits,KYDMP,KY8365479,INACT,2448.950087,206248.1479,4.734805966,MARTIN,FF,DEKALB RECOVERY INC,PRESTONSBURG,  MT   1  07/18/2008  NW   1  07/06/2006,Released,2006-07-06,PERMANENT,8365479
453,8365516,SF,KY Division of Mine Permits,KYDMP,KY8365516,INACT,5479.14996,427626.5854,9.816955589,MARTIN,FF,"LA ENERGY, LLC",PRESTONSBURG,  MT   3  04/18/2012  RN   2  01/28/2010  MT   2  05/07/2007,Released,2007-01-11,PERMANENT,8365381
454,8365521,SF,KY Division of Mine Permits,KYDMP,KY8365521,INACT,18474.86866,1402144.346,32.18880501,HAROLD,RC,HOMER SHORT COMPANY INC,PIKEVILLE,  MT   2  03/20/2019  MI   1  03/28/2018  RN   1  08/08/2017,Released,2012-03-20,PERMANENT,8365521
455,8365529,SF,KY Division of Mine Permits,KYDMP,KY8365529,INACT,4319.058005,179418.2419,4.118876077,MCDOWELL,RC,MATT/CO INC,PRESTONSBURG,  SU   2  02/08/2008,Released,2008-02-08,PERMANENT,8365453
456,8365539,SF,KY Division of Mine Permits,KYDMP,KY8365539,INACT,7727.337463,851066.3262,19.53779445,HAROLD,FF,RICHARDSON FUEL INC,PRESTONSBURG,  SU   2  01/30/2009,Released,2009-01-30,PERMANENT,8365245
457,8365543,SF,KY Division of Mine Permits,KYDMP,KY8365543,INACT,2522.9709,86597.96287,1.988015677,WHEELWRIGHT,RC,DEANE MINING LLC,PRESTONSBURG,  SU   2  12/08/2008,Released,2008-12-08,PERMANENT,8365369
458,8365552,SF,KY Division of Mine Permits,KYDMP,KY8365552,INACT,8719.261262,523792.2602,12.02461571,HAROLD,RC,FCDC COAL INC,PRESTONSBURG,  MI   1  04/15/2014  MT   6  03/26/2014  MT   5  09/14/2011,Released,2010-12-10,PERMANENT,2365085
459,8365553,SF,KY Division of Mine Permits,KYDMP,KY8365553,INACT,3646.229639,310740.2066,7.133613558,HAROLD,RC,FCDC COAL INC,PRESTONSBURG,  MT   6  07/03/2014  MI   3  02/18/2014  MT   5  08/31/2011,Released,2010-11-15,PERMANENT,2365075
460,8365573,SF,KY Division of Mine Permits,KYDMP,KY8365573,INACT,5401.490905,417008.6947,9.573202358,MCDOWELL,RC,LAUREL MOUNTAIN RESOURCES LLC,PRESTONSBURG,  SU   4  03/24/2010,Released,2010-03-24,PERMANENT,8365259
461,8365603,SF,KY Division of Mine Permits,KYDMP,KY8365603,INACT,1561.680723,108203.4353,2.484009076,MCDOWELL,RC,THE ELK HORN COAL COMPANY LLC,PRESTONSBURG,  MT   4  01/16/2014  SU   3  08/30/2012,Released,2012-08-30,PERMANENT,8365374
462,8365612,SF,KY Division of Mine Permits,KYDMP,KY8365612,INACT,2155.91869,222204.4287,5.10111177,MARTIN,RC,FM ENERGY LLC,HAZARD,  SU      01/13/2021  MT   5  08/20/2020  RN   3  01/03/2020,Released,2012-08-29,PERMANENT,8365436
463,8365645,SF,KY Division of Mine Permits,KYDMP,KY8365645,INACT,1854.900967,100147.4256,2.29906854,HAROLD,RC,"SPURLOCK MINING, LLC",PIKEVILLE,  MT   4  01/11/2019  RN   1  03/02/2017  MT   3  08/08/2016,Released,2016-03-30,PERMANENT,8365546
464,8365657,SF,KY Division of Mine Permits,DMP E_Shape,KY8365657,INACT,3898.232301,118271.4581,2.715139076,HAROLD,RC,"SPURLOCK MINING, LLC",HAZARD,  RN   6  11/19/2018  MT   8  06/13/2018  MA   4  06/07/2017,Released,2017-01-17,PERMANENT,8365119
